Ticker,Name,Sector,TargetWeight,Price,DollarWeight,Shares
AAPL,,,0.12195121951219512,278.7799987792969,0.12195121951219512,0.0004374460866855116
AAPL,,,0.12195121951219512,278.7799987792969,0.12195121951219512,0.0004374460866855116
AAPL,,,0.12195121951219512,278.7799987792969,0.12195121951219512,0.0004374460866855116
MSFT,,,0.12195121951219512,483.1600036621094,0.12195121951219512,0.0002524033831191869
MSFT,,,0.12195121951219512,483.1600036621094,0.12195121951219512,0.0002524033831191869
MSFT,,,0.12195121951219512,483.1600036621094,0.12195121951219512,0.0002524033831191869
NVDA,,,0.1097560975609756,182.41000366210938,0.1097560975609756,0.0006016999909954741
NVDA,,,0.1097560975609756,182.41000366210938,0.1097560975609756,0.0006016999909954741
NVDA,,,0.1097560975609756,182.41000366210938,0.1097560975609756,0.0006016999909954741
GOOGL,,,0.1097560975609756,321.2699890136719,0.1097560975609756,0.0003416319647469619
GOOGL,,,0.1097560975609756,321.2699890136719,0.1097560975609756,0.0003416319647469619
GOOGL,,,0.1097560975609756,321.2699890136719,0.1097560975609756,0.0003416319647469619
META,,,0.1097560975609756,673.4199829101562,0.1097560975609756,0.00016298313139843167
META,,,0.1097560975609756,673.4199829101562,0.1097560975609756,0.00016298313139843167
META,,,0.1097560975609756,673.4199829101562,0.1097560975609756,0.00016298313139843167
TSLA,,,0.09756097560975609,455.0,0.09756097560975609,0.00021441972661484854
TSLA,,,0.09756097560975609,455.0,0.09756097560975609,0.00021441972661484854
TSLA,,,0.09756097560975609,455.0,0.09756097560975609,0.00021441972661484854
AMZN,,,0.09756097560975609,229.52999877929688,0.09756097560975609,0.00042504673083523705
AMZN,,,0.09756097560975609,229.52999877929688,0.09756097560975609,0.00042504673083523705
AMZN,,,0.09756097560975609,229.52999877929688,0.09756097560975609,0.00042504673083523705
NFLX,,,0.08536585365853659,100.23999786376953,0.08536585365853659,0.0008516146795469056
NFLX,,,0.08536585365853659,100.23999786376953,0.08536585365853659,0.0008516146795469056
NFLX,,,0.08536585365853659,100.23999786376953,0.08536585365853659,0.0008516146795469056
PLTR,,,0.07317073170731707,181.75999450683594,0.07317073170731707,0.00040256785826743157
PLTR,,,0.07317073170731707,181.75999450683594,0.07317073170731707,0.00040256785826743157
PLTR,,,0.07317073170731707,181.75999450683594,0.07317073170731707,0.00040256785826743157
CRM,,,0.07317073170731707,260.57000732421875,0.07317073170731707,0.0002808102607767636
CRM,,,0.07317073170731707,260.57000732421875,0.07317073170731707,0.0002808102607767636
